occurrenceID,language,type,license,rightsHolder,datasetID,datasetName,identifiedBy,lifeStage,sex,basisOfRecord,collectionCode,organismQuantity,organismQuantityType,occurrenceStatus,eventID,scientificName,kingdom,taxonRank
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:bees:15' Transect:L2:tree:2023-06-10:221,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,2,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Spring,Bombus hypnorum,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:bees:15' Transect:L2:tree:2023-06-10:222,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,2,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Spring,Bombus lapidarius,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:syrphids:15' Transect:L2:tree:2023-06-10:223,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche & Astrid Van den Bossche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Spring,Eristalis tenax,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:butterflies:15' Transect:L2:tree:2023-09-06:224,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,2,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Late summer,Aglais io,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:flies:15' Transect:L2:tree:2023-09-06:225,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Late summer,Eutolmus rufibarbis,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:butterflies:15' Transect:L2:tree:2023-09-06:226,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Late summer,Colias croceus,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:flies:15' Transect:L2:tree:2023-09-06:227,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Late summer,Epicampocera succincta,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:bees:15' Transect:L2:tree:2023-09-06:228,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,3,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Late summer,Bombus pascuorum,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:other:15' Transect:L2:tree:2023-09-06:229,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Late summer,Panorpa vulgaris,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:flies:15' Transect:L2:tree:2023-09-06:230,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Late summer,Scathophaga stercoraria,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:butterflies:15' Transect:L2:tree:2023-09-06:231,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,2,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:L2:tree:Late summer,Vanessa atalanta,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:flies:15' Transect:Mb:crop:2023-06-14:232,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crop:Spring,Scathophaga stercoraria,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:butterflies:15' Transect:Mb:crtl:2023-06-14:233,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Spring,Aricia agestis,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:wasps:15' Transect:Mb:crtl:2023-06-14:234,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Augustijn De Ketelaere,adult,F,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Spring,Lindenius albilabris,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:flies:15' Transect:Mb:crtl:2023-06-14:235,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Spring,Dinera grisescens,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:flies:15' Transect:Mb:crtl:2023-06-14:236,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Spring,Diptera indet.,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:beetles:15' Transect:Mb:crtl:2023-06-14:237,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,2,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Spring,Stictoleptura rubra,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:syrphids:15' Transect:Mb:crtl:2023-06-14:238,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche & Astrid Van den Bossche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Spring,Syritta pipiens,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:wasps:15' Transect:Mb:crtl:2023-09-04:239,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,6,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Late summer,Lindenius albilabris,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:butterflies:15' Transect:Mb:crtl:2023-09-04:240,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Late summer,Polygonia c-album,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:flies:15' Transect:Mb:crtl:2023-09-04:241,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Late summer,Diptera indet.,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:flies:15' Transect:Mb:crtl:2023-09-04:242,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,2,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Late summer,Calliphora spec.,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:syrphids:15' Transect:Mb:crtl:2023-09-04:243,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche & Astrid Van den Bossche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Late summer,Syritta pipiens,Animalia,species
DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:butterflies:15' Transect:Mb:crtl:2023-09-04:244,en,Event,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,Jari Vandendriessche,adult,,PreservedSpecimen,DIGITAF,1,individuals,present,DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:PLOT:Mb:crtl:Late summer,Vanessa atalanta,Animalia,species
